customer_id,age,gender,item_purchased,category,purchase_amount_usd,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,review_rating_was_null,state_abbrev,promo_dependency_score,is_promo_dependent,purchase_freq_numeric,estimated_clv_proxy,value_composite,value_tier,satisfaction_flag,is_subscriber,loyalty_freq,loyalty_spend,customer_segment
656,20,Male,Handbag,Accessories,36,Mississippi,S,Purple,Fall,3.1,Yes,Free Shipping,Yes,Yes,19,Venmo,Monthly,0,MS,1.0,1,12,432,0.2610110710951047,Low,0,1,0,0,Low-Value Promo-Dependent
657,42,Male,Jeans,Clothing,23,Pennsylvania,M,Beige,Summer,3.9,Yes,Standard,Yes,Yes,6,PayPal,Quarterly,0,PA,1.0,1,4,92,0.0661214485794317,Low,1,1,0,0,Low-Value Promo-Dependent
658,48,Male,Jacket,Outerwear,80,Arizona,M,White,Winter,4.3,Yes,Free Shipping,Yes,Yes,6,PayPal,Quarterly,0,AZ,1.0,1,4,320,0.3036214485794318,Low,1,1,0,0,Low-Value Promo-Dependent
659,62,Male,Backpack,Accessories,37,Louisiana,S,White,Fall,4.9,Yes,Store Pickup,Yes,Yes,20,Venmo,Weekly,0,LA,1.0,1,52,1924,0.5334183673469387,High,1,1,0,1,High-Value Promo-Dependent
660,62,Male,Shorts,Clothing,52,Virginia,S,Gold,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,8,Cash,Weekly,0,VA,1.0,1,52,2704,0.5142857142857142,High,0,1,0,0,High-Value Promo-Dependent
661,50,Male,Coat,Outerwear,79,Montana,M,Olive,Fall,5.0,Yes,2-Day Shipping,Yes,Yes,39,Credit Card,Quarterly,0,MT,1.0,1,4,316,0.5239445778311325,High,1,1,0,0,High-Value Promo-Dependent
662,57,Male,Shirt,Clothing,68,Iowa,XL,Green,Fall,4.1,Yes,Store Pickup,Yes,Yes,39,Credit Card,Quarterly,0,IA,1.0,1,4,272,0.478111244497799,Mid,1,1,0,0,Mid-Value Promo-Dependent
663,24,Male,Gloves,Accessories,98,Illinois,L,Magenta,Fall,2.8,Yes,Express,Yes,Yes,39,Venmo,Bi-Weekly,0,IL,1.0,1,26,2548,0.7469020941710017,High,0,1,0,0,High-Value Promo-Dependent
664,59,Male,Dress,Clothing,83,Alaska,M,Charcoal,Fall,4.7,Yes,Express,Yes,Yes,23,Credit Card,Monthly,0,AK,1.0,1,12,996,0.4840552887821795,Mid,1,1,0,1,Mid-Value Promo-Dependent
665,63,Male,Pants,Clothing,83,Colorado,M,Indigo,Winter,4.4,Yes,Express,Yes,Yes,41,PayPal,Bi-Weekly,0,CO,1.0,1,26,2158,0.6980075363478724,High,1,1,0,1,High-Value Promo-Dependent
666,41,Male,Pants,Clothing,55,New Mexico,M,Peach,Spring,4.9,Yes,2-Day Shipping,Yes,Yes,50,Credit Card,Annually,0,NM,1.0,1,1,55,0.4791666666666667,Mid,1,1,0,0,Mid-Value Promo-Dependent
667,35,Male,Hoodie,Clothing,26,Colorado,L,Turquoise,Winter,3.1,Yes,Free Shipping,Yes,Yes,30,Debit Card,Quarterly,0,CO,1.0,1,4,104,0.2418867547018807,Low,0,1,0,0,Low-Value Promo-Dependent
668,34,Male,Sunglasses,Accessories,76,Arizona,S,Blue,Winter,2.6,Yes,Standard,Yes,Yes,32,Bank Transfer,Quarterly,0,AZ,1.0,1,4,304,0.4638255302120848,Mid,0,1,0,0,Mid-Value Promo-Dependent
669,49,Male,T-shirt,Clothing,85,Hawaii,S,Turquoise,Fall,2.9,Yes,Express,Yes,Yes,35,Bank Transfer,Monthly,0,HI,1.0,1,12,1020,0.5740212751767374,High,0,1,0,0,High-Value Promo-Dependent
670,43,Male,Jacket,Outerwear,89,Illinois,M,Gray,Spring,3.3,Yes,Free Shipping,Yes,Yes,45,Venmo,Bi-Weekly,0,IL,1.0,1,26,2314,0.7502184207016139,High,0,1,0,0,High-Value Promo-Dependent
671,63,Male,Sweater,Clothing,41,Louisiana,XL,Purple,Spring,4.8,Yes,Next Day Air,Yes,Yes,37,Cash,Bi-Weekly,0,LA,1.0,1,26,1066,0.495796651994131,Mid,1,1,0,1,Mid-Value Promo-Dependent
672,38,Male,Jacket,Outerwear,30,Iowa,L,Black,Winter,4.7,Yes,Express,Yes,Yes,45,Cash,Weekly,0,IA,1.0,1,52,1560,0.6743197278911565,High,1,1,0,1,High-Value Promo-Dependent
673,59,Male,Socks,Clothing,53,Washington,M,Peach,Winter,3.3,Yes,2-Day Shipping,Yes,Yes,29,Cash,Quarterly,0,WA,1.0,1,4,212,0.3475840336134454,Low,0,1,0,0,Low-Value Promo-Dependent
674,35,Male,Shirt,Clothing,66,Oklahoma,M,Indigo,Spring,4.2,Yes,Free Shipping,Yes,Yes,27,Venmo,Bi-Weekly,0,OK,1.0,1,26,1716,0.5319361077764438,High,1,1,0,1,High-Value Promo-Dependent
675,48,Male,Jewelry,Accessories,33,Washington,XL,Beige,Winter,4.7,Yes,Store Pickup,Yes,Yes,36,Bank Transfer,Annually,0,WA,1.0,1,1,33,0.2922619047619048,Low,1,1,0,0,Low-Value Promo-Dependent
676,64,Male,Sunglasses,Accessories,86,Arkansas,M,Yellow,Spring,2.6,Yes,2-Day Shipping,Yes,Yes,9,Cash,Annually,0,AR,1.0,1,1,86,0.3294217687074829,Low,0,1,0,0,Low-Value Promo-Dependent
677,28,Male,Pants,Clothing,60,Connecticut,M,Peach,Winter,2.9,Yes,2-Day Shipping,Yes,Yes,38,Venmo,Bi-Weekly,0,CT,1.0,1,26,1560,0.581766039749233,High,0,1,0,0,High-Value Promo-Dependent
678,60,Male,Socks,Clothing,62,Washington,S,Turquoise,Summer,2.7,Yes,Express,Yes,Yes,41,PayPal,Annually,0,WA,1.0,1,1,62,0.4471088435374149,Mid,0,1,0,0,Mid-Value Promo-Dependent
679,27,Male,Blouse,Clothing,74,Maine,M,Teal,Fall,3.3,Yes,Store Pickup,Yes,Yes,25,Debit Card,Every 3 Months,0,ME,1.0,1,4,296,0.4078731492597039,Mid,0,1,0,0,Mid-Value Promo-Dependent
680,56,Male,Sandals,Footwear,95,Michigan,M,Turquoise,Fall,3.4,Yes,Express,Yes,Yes,37,Venmo,Fortnightly,0,MI,1.0,1,26,2470,0.720796651994131,High,0,1,0,0,High-Value Promo-Dependent
681,58,Male,Sneakers,Footwear,25,Tennessee,M,Magenta,Spring,4.2,Yes,Express,Yes,Yes,3,PayPal,Annually,0,TN,1.0,1,1,25,0.034438775510204,Low,1,1,0,0,Low-Value Promo-Dependent
682,30,Male,Shirt,Clothing,59,Louisiana,XL,Purple,Winter,3.8,Yes,2-Day Shipping,Yes,Yes,24,Credit Card,Every 3 Months,0,LA,1.0,1,4,236,0.3385704281712685,Low,1,1,0,0,Low-Value Promo-Dependent
683,23,Male,Jacket,Outerwear,29,Missouri,M,Brown,Summer,4.0,Yes,Standard,Yes,Yes,49,Credit Card,Bi-Weekly,0,MO,1.0,1,26,754,0.5274293050553555,High,1,1,0,0,High-Value Promo-Dependent
684,33,Male,Sandals,Footwear,36,Michigan,S,Violet,Winter,2.7,Yes,Free Shipping,Yes,Yes,3,Bank Transfer,Monthly,0,MI,1.0,1,12,432,0.1521675336801387,Low,0,1,0,0,Low-Value Promo-Dependent
685,63,Male,Hat,Accessories,82,Alabama,M,Yellow,Summer,4.7,Yes,Express,Yes,Yes,42,Debit Card,Monthly,0,AL,1.0,1,12,984,0.609140322795785,High,1,1,0,1,High-Value Promo-Dependent
686,70,Male,Blouse,Clothing,71,Massachusetts,XL,Magenta,Winter,3.5,Yes,Standard,Yes,Yes,32,Cash,Fortnightly,0,MA,1.0,1,26,1846,0.5867830465519541,High,0,1,0,0,High-Value Promo-Dependent
687,70,Male,Sweater,Clothing,35,Indiana,L,Beige,Fall,3.0,Yes,2-Day Shipping,Yes,Yes,33,Venmo,Fortnightly,0,IN,1.0,1,26,910,0.4435857676403894,Mid,0,1,0,0,Mid-Value Promo-Dependent
688,19,Male,Gloves,Accessories,38,West Virginia,XL,Turquoise,Winter,3.3,Yes,Free Shipping,Yes,Yes,46,Bank Transfer,Quarterly,0,WV,1.0,1,4,152,0.4007302921168467,Mid,0,1,0,0,Mid-Value Promo-Dependent
689,25,Male,Scarf,Accessories,59,Michigan,S,Peach,Summer,4.7,Yes,Store Pickup,Yes,Yes,44,Venmo,Monthly,0,MI,1.0,1,12,708,0.5269124316393223,High,1,1,0,0,High-Value Promo-Dependent
690,19,Male,Hoodie,Clothing,91,Pennsylvania,M,Orange,Summer,4.7,Yes,Express,Yes,Yes,35,Credit Card,Every 3 Months,0,PA,1.0,1,4,364,0.5467336934773909,High,1,1,0,0,High-Value Promo-Dependent
691,25,Male,Shorts,Clothing,68,Alaska,XL,Red,Spring,4.8,Yes,Standard,Yes,Yes,45,Bank Transfer,Weekly,0,AK,1.0,1,52,3536,0.8326530612244899,High,1,1,0,1,High-Value Promo-Dependent
692,60,Male,Backpack,Accessories,21,Massachusetts,L,Silver,Summer,2.9,Yes,Standard,Yes,Yes,37,PayPal,Bi-Weekly,0,MA,1.0,1,26,546,0.4124633186607977,Mid,0,1,0,0,Mid-Value Promo-Dependent
693,35,Male,Sunglasses,Accessories,95,North Dakota,M,Cyan,Spring,4.0,Yes,2-Day Shipping,Yes,Yes,40,Debit Card,Every 3 Months,0,ND,1.0,1,4,380,0.5974139655862345,High,1,1,0,0,High-Value Promo-Dependent
694,46,Male,Shorts,Clothing,52,Vermont,L,Turquoise,Spring,3.1,Yes,Free Shipping,Yes,Yes,30,Cash,Every 3 Months,0,VT,1.0,1,4,208,0.3502200880352141,Low,0,1,0,0,Low-Value Promo-Dependent
695,41,Male,Dress,Clothing,21,Kentucky,S,Charcoal,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,38,Venmo,Every 3 Months,0,KY,1.0,1,4,84,0.2754751900760304,Low,0,1,0,0,Low-Value Promo-Dependent
696,30,Male,Shorts,Clothing,67,Nevada,XL,Peach,Summer,3.7,Yes,Next Day Air,Yes,Yes,15,Debit Card,Every 3 Months,0,NV,1.0,1,4,268,0.3106792717086835,Low,0,1,0,0,Low-Value Promo-Dependent
697,44,Male,Belt,Accessories,42,Utah,L,Green,Fall,2.8,Yes,Standard,Yes,Yes,49,Cash,Monthly,0,UT,1.0,1,12,504,0.4900927037481659,Mid,0,1,0,0,Mid-Value Promo-Dependent
698,61,Male,Scarf,Accessories,63,North Dakota,XL,Brown,Summer,4.6,Yes,Free Shipping,Yes,Yes,40,Debit Card,Quarterly,0,ND,1.0,1,4,252,0.4640806322529012,Mid,1,1,0,0,Mid-Value Promo-Dependent
699,55,Male,Boots,Footwear,41,Iowa,M,Yellow,Winter,3.8,Yes,Standard,Yes,Yes,40,Debit Card,Weekly,0,IA,1.0,1,52,2132,0.686139455782313,High,1,1,0,1,High-Value Promo-Dependent
700,50,Male,Handbag,Accessories,46,Connecticut,M,Charcoal,Fall,2.6,Yes,2-Day Shipping,Yes,Yes,5,PayPal,Weekly,0,CT,1.0,1,52,2392,0.4688775510204082,Mid,0,1,0,0,Mid-Value Promo-Dependent
701,57,Male,Pants,Clothing,79,Wisconsin,L,Olive,Winter,4.1,Yes,Standard,Yes,Yes,5,PayPal,Monthly,0,WI,1.0,1,12,948,0.3449396425236761,Low,1,1,0,1,Low-Value Promo-Dependent
702,51,Male,Boots,Footwear,90,Idaho,L,Red,Fall,3.3,Yes,Next Day Air,Yes,Yes,5,Debit Card,Every 3 Months,0,ID,1.0,1,4,360,0.3384853941576631,Low,0,1,0,0,Low-Value Promo-Dependent
703,18,Male,Shirt,Clothing,71,Montana,M,White,Winter,3.4,Yes,Store Pickup,Yes,Yes,1,Cash,Weekly,0,MT,1.0,1,52,3692,0.5458333333333333,High,0,1,0,0,High-Value Promo-Dependent
704,63,Male,Dress,Clothing,87,Connecticut,L,Pink,Summer,3.0,Yes,Standard,Yes,Yes,21,Venmo,Weekly,0,CT,1.0,1,52,4524,0.7485544217687075,High,0,1,0,0,High-Value Promo-Dependent
705,34,Male,Hoodie,Clothing,66,Idaho,S,Black,Spring,3.2,Yes,Express,Yes,Yes,18,PayPal,Annually,0,ID,1.0,1,1,66,0.307312925170068,Low,0,1,0,0,Low-Value Promo-Dependent
706,25,Male,Pants,Clothing,90,Arkansas,XL,Indigo,Summer,4.5,Yes,Free Shipping,Yes,Yes,49,Cash,Quarterly,0,AR,1.0,1,4,360,0.6378051220488196,High,1,1,0,0,High-Value Promo-Dependent
707,46,Male,Jeans,Clothing,47,Iowa,L,Turquoise,Summer,4.8,Yes,Express,Yes,Yes,27,Debit Card,Weekly,0,IA,1.0,1,52,2444,0.6227040816326531,High,1,1,0,1,High-Value Promo-Dependent
708,59,Male,Shirt,Clothing,38,Louisiana,L,Purple,Spring,3.7,Yes,Next Day Air,Yes,Yes,21,Venmo,Annually,0,LA,1.0,1,1,38,0.2110544217687074,Low,0,1,0,0,Low-Value Promo-Dependent
709,37,Male,Backpack,Accessories,50,Kentucky,L,Beige,Summer,3.4,Yes,Store Pickup,Yes,Yes,19,Cash,Fortnightly,0,KY,1.0,1,26,1300,0.4108476724022942,Mid,0,1,0,0,Mid-Value Promo-Dependent
710,49,Male,Jacket,Outerwear,79,Massachusetts,L,Charcoal,Summer,4.6,Yes,Standard,Yes,Yes,23,Debit Card,Monthly,0,MA,1.0,1,12,948,0.4673886221155128,Mid,1,1,0,1,Mid-Value Promo-Dependent
711,22,Male,Scarf,Accessories,91,Virginia,L,Turquoise,Spring,4.1,Yes,Standard,Yes,Yes,26,PayPal,Fortnightly,0,VA,1.0,1,26,2366,0.6293000533546752,High,1,1,0,1,High-Value Promo-Dependent
712,64,Male,Boots,Footwear,60,New Hampshire,M,Maroon,Spring,3.5,Yes,2-Day Shipping,Yes,Yes,13,Bank Transfer,Bi-Weekly,0,NH,1.0,1,26,1560,0.4116980125383487,Mid,0,1,0,0,Mid-Value Promo-Dependent
713,42,Male,Blouse,Clothing,81,New Hampshire,XL,Black,Summer,3.8,Yes,Next Day Air,Yes,Yes,36,Bank Transfer,Quarterly,0,NH,1.0,1,4,324,0.5118697478991597,High,1,1,0,0,High-Value Promo-Dependent
714,37,Male,Hoodie,Clothing,90,Oregon,M,Lavender,Summer,2.6,Yes,Express,Yes,Yes,39,Bank Transfer,Bi-Weekly,0,OR,1.0,1,26,2340,0.7135687608376684,High,0,1,0,0,High-Value Promo-Dependent
715,26,Male,Jacket,Outerwear,70,South Dakota,M,Magenta,Fall,4.4,Yes,Store Pickup,Yes,Yes,40,Debit Card,Fortnightly,0,SD,1.0,1,26,1820,0.6370381485927704,High,1,1,0,1,High-Value Promo-Dependent
716,33,Male,Jeans,Clothing,63,Delaware,L,Green,Spring,2.6,Yes,Express,Yes,Yes,37,Debit Card,Quarterly,0,DE,1.0,1,4,252,0.443672468987595,Mid,0,1,0,0,Mid-Value Promo-Dependent
717,30,Male,Jewelry,Accessories,29,Missouri,M,Olive,Spring,3.6,Yes,Express,Yes,Yes,9,Venmo,Bi-Weekly,0,MO,1.0,1,26,754,0.2553204615179404,Low,0,1,0,0,Low-Value Promo-Dependent
718,21,Male,Socks,Clothing,90,Alaska,L,Green,Spring,4.2,Yes,Express,Yes,Yes,7,Venmo,Every 3 Months,0,AK,1.0,1,4,360,0.3520908363345338,Mid,1,1,0,0,Mid-Value Promo-Dependent
719,22,Male,Shirt,Clothing,22,Florida,M,Peach,Summer,4.6,Yes,Standard,Yes,Yes,25,Bank Transfer,Annually,0,FL,1.0,1,1,22,0.1715986394557823,Low,1,1,0,0,Low-Value Promo-Dependent
720,63,Male,Shorts,Clothing,22,Mississippi,L,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,Yes,42,Venmo,Bi-Weekly,0,MS,1.0,1,26,572,0.4506435907696411,Mid,0,1,0,0,Mid-Value Promo-Dependent
721,33,Male,Jewelry,Accessories,62,New Mexico,L,Orange,Fall,3.4,Yes,Free Shipping,Yes,Yes,19,Debit Card,Weekly,0,NM,1.0,1,52,3224,0.6307823129251701,High,0,1,0,0,High-Value Promo-Dependent
722,43,Male,Blouse,Clothing,57,California,L,Silver,Summer,4.4,Yes,Next Day Air,Yes,Yes,41,Debit Card,Every 3 Months,0,CA,1.0,1,4,228,0.4458833533413366,Mid,1,1,0,0,Mid-Value Promo-Dependent
723,27,Male,Sweater,Clothing,32,Wyoming,S,Blue,Summer,4.3,Yes,Store Pickup,Yes,Yes,50,Cash,Bi-Weekly,0,WY,1.0,1,26,832,0.5467320261437908,High,1,1,0,0,High-Value Promo-Dependent
724,35,Male,Jewelry,Accessories,53,Missouri,L,Cyan,Fall,3.5,Yes,Express,Yes,Yes,43,PayPal,Monthly,0,MO,1.0,1,12,636,0.495109710550887,Mid,0,1,0,0,Mid-Value Promo-Dependent
725,37,Male,T-shirt,Clothing,79,New Hampshire,XL,Green,Fall,4.7,Yes,Store Pickup,Yes,Yes,36,Venmo,Every 3 Months,0,NH,1.0,1,4,316,0.5035364145658264,Mid,1,1,0,0,Mid-Value Promo-Dependent
726,61,Male,Hat,Accessories,61,Texas,L,Silver,Winter,3.1,Yes,Standard,Yes,Yes,33,Debit Card,Fortnightly,0,TX,1.0,1,26,1586,0.5519191009737229,High,0,1,0,0,High-Value Promo-Dependent
727,32,Male,Shorts,Clothing,78,North Dakota,L,Yellow,Summer,3.6,Yes,Next Day Air,Yes,Yes,20,Bank Transfer,Every 3 Months,0,ND,1.0,1,4,312,0.3905262104841937,Mid,0,1,0,0,Mid-Value Promo-Dependent
728,62,Male,Sweater,Clothing,97,Arkansas,S,Gray,Winter,4.8,Yes,Next Day Air,Yes,Yes,37,Venmo,Every 3 Months,0,AR,1.0,1,4,388,0.5853391356542618,High,1,1,0,0,High-Value Promo-Dependent
729,29,Male,Jeans,Clothing,78,Nebraska,M,Pink,Winter,3.7,Yes,Next Day Air,Yes,Yes,12,PayPal,Every 3 Months,0,NE,1.0,1,4,312,0.3361044417767106,Low,0,1,0,0,Low-Value Promo-Dependent
730,41,Male,Sunglasses,Accessories,56,Minnesota,L,Beige,Summer,3.2,Yes,Express,Yes,Yes,46,PayPal,Every 3 Months,0,MN,1.0,1,4,224,0.4757302921168467,Mid,0,1,0,0,Mid-Value Promo-Dependent
731,48,Male,Boots,Footwear,25,Massachusetts,M,Indigo,Summer,3.9,Yes,Standard,Yes,Yes,28,Venmo,Fortnightly,0,MA,1.0,1,26,650,0.3679054955315459,Mid,1,1,0,0,Mid-Value Promo-Dependent
732,43,Male,Coat,Outerwear,28,Arkansas,M,Red,Spring,3.5,Yes,Free Shipping,Yes,Yes,30,PayPal,Fortnightly,0,AR,1.0,1,26,728,0.3940109377084167,Mid,0,1,0,0,Mid-Value Promo-Dependent
733,34,Male,Shirt,Clothing,57,New Hampshire,L,Blue,Spring,2.8,Yes,Express,Yes,Yes,28,Cash,Bi-Weekly,0,NH,1.0,1,26,1482,0.5012388288648792,Mid,0,1,0,0,Mid-Value Promo-Dependent
734,45,Male,Dress,Clothing,36,Rhode Island,L,Cyan,Fall,2.7,Yes,2-Day Shipping,Yes,Yes,20,Debit Card,Bi-Weekly,0,RI,1.0,1,26,936,0.3593170601573963,Mid,0,1,0,0,Mid-Value Promo-Dependent
735,65,Male,Shirt,Clothing,69,New Jersey,S,Violet,Winter,3.1,Yes,Express,Yes,Yes,39,Bank Transfer,Every 3 Months,0,NJ,1.0,1,4,276,0.4822779111644658,Mid,0,1,0,0,Mid-Value Promo-Dependent
736,61,Male,Sunglasses,Accessories,48,Montana,M,Orange,Fall,3.6,Yes,2-Day Shipping,Yes,Yes,48,Cash,Bi-Weekly,0,MT,1.0,1,26,1248,0.5997932506335867,High,0,1,0,0,High-Value Promo-Dependent
737,18,Male,Dress,Clothing,58,Colorado,L,Maroon,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,32,Credit Card,Every 3 Months,0,CO,1.0,1,4,232,0.3888255302120848,Mid,0,1,0,0,Mid-Value Promo-Dependent
738,47,Male,Sunglasses,Accessories,24,Nebraska,M,Teal,Spring,3.6,Yes,Store Pickup,Yes,Yes,28,PayPal,Annually,0,NE,1.0,1,1,24,0.2003401360544217,Low,0,1,0,0,Low-Value Promo-Dependent
739,56,Male,Sunglasses,Accessories,31,Minnesota,L,Orange,Winter,3.5,Yes,2-Day Shipping,Yes,Yes,27,Venmo,Quarterly,0,MN,1.0,1,4,124,0.242311924769908,Low,0,1,0,0,Low-Value Promo-Dependent
740,64,Male,Shorts,Clothing,29,Minnesota,S,Purple,Summer,3.5,Yes,Free Shipping,Yes,Yes,26,Venmo,Bi-Weekly,0,MN,1.0,1,26,754,0.3709667200213418,Mid,0,1,0,0,Mid-Value Promo-Dependent
741,26,Male,Jeans,Clothing,69,South Dakota,M,Orange,Summer,2.8,Yes,Next Day Air,Yes,Yes,22,Credit Card,Fortnightly,0,SD,1.0,1,26,1794,0.5104225023342671,High,0,1,0,0,High-Value Promo-Dependent
742,22,Male,T-shirt,Clothing,79,West Virginia,XL,Yellow,Summer,4.7,Yes,Free Shipping,Yes,Yes,23,Bank Transfer,Every 3 Months,0,WV,1.0,1,4,316,0.4151010404161665,Mid,1,1,0,0,Mid-Value Promo-Dependent
743,64,Male,Pants,Clothing,39,Nevada,M,Charcoal,Summer,3.1,Yes,Express,Yes,Yes,21,Debit Card,Quarterly,0,NV,1.0,1,4,156,0.234828931572629,Low,0,1,0,0,Low-Value Promo-Dependent
744,21,Male,Sunglasses,Accessories,84,North Carolina,L,Gray,Fall,4.9,Yes,Free Shipping,Yes,Yes,36,Cash,Weekly,0,NC,1.0,1,52,4368,0.8380952380952381,High,1,1,0,1,High-Value Promo-Dependent
745,67,Male,Boots,Footwear,66,Illinois,S,Charcoal,Spring,4.1,Yes,Next Day Air,Yes,Yes,42,Debit Card,Bi-Weekly,0,IL,1.0,1,26,1716,0.6339769241029746,High,1,1,0,1,High-Value Promo-Dependent
746,46,Male,T-shirt,Clothing,92,Michigan,L,Orange,Fall,4.7,Yes,Standard,Yes,Yes,4,Venmo,Monthly,0,MI,1.0,1,12,1104,0.3923035881019074,Mid,1,1,0,1,Mid-Value Promo-Dependent
747,40,Male,Sandals,Footwear,45,Michigan,M,Red,Winter,2.5,Yes,Free Shipping,Yes,Yes,47,Credit Card,Annually,0,MI,1.0,1,1,45,0.4170918367346939,Mid,0,1,0,0,Mid-Value Promo-Dependent
748,51,Male,Shorts,Clothing,74,Oklahoma,L,Gold,Spring,4.4,Yes,Next Day Air,Yes,Yes,13,Bank Transfer,Weekly,0,OK,1.0,1,52,3848,0.6399659863945578,High,1,1,0,1,High-Value Promo-Dependent
749,35,Male,Hat,Accessories,39,South Dakota,L,Brown,Fall,3.9,Yes,Free Shipping,Yes,Yes,8,Bank Transfer,Quarterly,0,SD,1.0,1,4,156,0.1463935574229692,Low,1,1,0,0,Low-Value Promo-Dependent
750,56,Male,Scarf,Accessories,71,Oklahoma,M,Olive,Winter,3.7,Yes,Standard,Yes,Yes,11,Debit Card,Quarterly,0,OK,1.0,1,4,284,0.3001350540216086,Low,0,1,0,0,Low-Value Promo-Dependent
751,25,Male,T-shirt,Clothing,95,Maryland,L,Violet,Fall,3.4,Yes,Free Shipping,Yes,Yes,5,Venmo,Annually,0,MD,1.0,1,1,95,0.3397108843537415,Low,0,1,0,0,Low-Value Promo-Dependent
752,65,Male,Gloves,Accessories,72,Ohio,L,Indigo,Fall,4.8,Yes,Free Shipping,Yes,Yes,1,Credit Card,Monthly,0,OH,1.0,1,12,864,0.288562091503268,Low,1,1,0,0,Low-Value Promo-Dependent
753,39,Male,Scarf,Accessories,85,Ohio,L,Yellow,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,17,PayPal,Every 3 Months,0,OH,1.0,1,4,340,0.3992847138855542,Mid,1,1,0,0,Mid-Value Promo-Dependent
754,47,Male,Boots,Footwear,54,Massachusetts,M,Teal,Fall,3.4,Yes,Store Pickup,Yes,Yes,27,Venmo,Quarterly,0,MA,1.0,1,4,216,0.3381452581032413,Low,0,1,0,0,Low-Value Promo-Dependent
755,36,Male,Gloves,Accessories,41,North Carolina,L,Pink,Spring,2.9,Yes,Store Pickup,Yes,Yes,3,Debit Card,Quarterly,0,NC,1.0,1,4,164,0.1207132853141256,Low,0,1,0,0,Low-Value Promo-Dependent
756,66,Male,Coat,Outerwear,24,Florida,M,Violet,Spring,3.3,Yes,Free Shipping,Yes,Yes,22,PayPal,Weekly,0,FL,1.0,1,52,1248,0.4928571428571429,Mid,0,1,0,0,Mid-Value Promo-Dependent
757,62,Male,Belt,Accessories,99,Montana,S,Orange,Summer,4.8,Yes,Standard,Yes,Yes,24,Cash,Fortnightly,0,MT,1.0,1,26,2574,0.6490279445111379,High,1,1,0,1,High-Value Promo-Dependent
758,41,Male,Hoodie,Clothing,32,Minnesota,M,Red,Fall,3.8,Yes,Store Pickup,Yes,Yes,18,Debit Card,Quarterly,0,MN,1.0,1,4,128,0.1852541016406562,Low,1,1,0,0,Low-Value Promo-Dependent
759,66,Male,Shoes,Footwear,71,Massachusetts,L,Peach,Summer,4.6,Yes,2-Day Shipping,Yes,Yes,39,Bank Transfer,Every 3 Months,0,MA,1.0,1,4,284,0.4906112444977991,Mid,1,1,0,0,Mid-Value Promo-Dependent
760,51,Male,Dress,Clothing,49,Rhode Island,XL,Green,Winter,2.6,Yes,Next Day Air,Yes,Yes,25,Credit Card,Fortnightly,0,RI,1.0,1,26,1274,0.4474973322662398,Mid,0,1,0,0,Mid-Value Promo-Dependent
761,33,Male,Gloves,Accessories,50,Minnesota,XL,Violet,Fall,3.4,Yes,Free Shipping,Yes,Yes,6,Cash,Annually,0,MN,1.0,1,1,50,0.1590136054421768,Low,0,1,0,0,Low-Value Promo-Dependent
762,57,Male,Jewelry,Accessories,91,Nevada,L,Yellow,Fall,4.2,Yes,Express,Yes,Yes,26,Bank Transfer,Weekly,0,NV,1.0,1,52,4732,0.7992346938775511,High,1,1,0,1,High-Value Promo-Dependent
763,45,Male,Belt,Accessories,46,New Mexico,M,Pink,Fall,3.9,Yes,Standard,Yes,Yes,43,Debit Card,Fortnightly,0,NM,1.0,1,26,1196,0.5574463118580765,High,1,1,0,1,High-Value Promo-Dependent
764,61,Male,Sweater,Clothing,50,North Carolina,M,Brown,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,6,Credit Card,Monthly,0,NC,1.0,1,12,600,0.2309090302787781,Low,0,1,0,0,Low-Value Promo-Dependent
765,55,Male,Skirt,Clothing,39,Virginia,XL,Silver,Fall,4.2,Yes,Free Shipping,Yes,Yes,6,Debit Card,Quarterly,0,VA,1.0,1,4,156,0.1327881152460984,Low,1,1,0,0,Low-Value Promo-Dependent
766,54,Male,Sneakers,Footwear,99,Alaska,M,Pink,Summer,3.0,Yes,Store Pickup,Yes,Yes,13,Cash,Quarterly,0,AK,1.0,1,4,396,0.4304071628651461,Mid,0,1,0,0,Mid-Value Promo-Dependent
767,57,Male,Gloves,Accessories,48,Nevada,M,Cyan,Winter,3.6,Yes,Next Day Air,Yes,Yes,13,PayPal,Monthly,0,NV,1.0,1,12,576,0.2701947445644925,Low,0,1,0,0,Low-Value Promo-Dependent
768,27,Male,Coat,Outerwear,77,Pennsylvania,M,Brown,Fall,2.5,Yes,Next Day Air,Yes,Yes,11,Cash,Annually,0,PA,1.0,1,1,77,0.3055272108843537,Low,0,1,0,0,Low-Value Promo-Dependent
769,64,Male,Backpack,Accessories,95,Illinois,XL,Red,Spring,2.6,Yes,Express,Yes,Yes,45,Venmo,Weekly,0,IL,1.0,1,52,4940,0.9451530612244898,High,0,1,0,0,High-Value Promo-Dependent
