customer_id,promo_dependency_score,is_promo_dependent,purchase_freq_numeric,estimated_clv_proxy,value_composite,value_tier,satisfaction_flag,is_subscriber,loyalty_freq,loyalty_spend,customer_segment
845,1.0,1,26,1248,0.5725823662798453,High,1,1,0,1,High-Value Promo-Dependent
846,1.0,1,12,252,0.2733410030678938,Low,0,1,0,0,Low-Value Promo-Dependent
847,1.0,1,4,288,0.5151860744297719,High,0,1,0,0,High-Value Promo-Dependent
848,1.0,1,12,528,0.3691743364012271,Mid,1,1,0,0,Mid-Value Promo-Dependent
849,1.0,1,26,1898,0.6019191009737228,High,0,1,0,0,High-Value Promo-Dependent
850,1.0,1,4,244,0.3469037615046018,Low,1,1,0,0,Low-Value Promo-Dependent
851,1.0,1,12,240,0.1535280778978258,Low,0,1,0,0,Low-Value Promo-Dependent
852,1.0,1,12,1032,0.469344404428438,Mid,0,1,0,0,Mid-Value Promo-Dependent
853,1.0,1,4,240,0.3359343737494998,Low,1,1,0,0,Low-Value Promo-Dependent
854,1.0,1,12,516,0.3990212751767374,Mid,1,1,0,0,Mid-Value Promo-Dependent
855,1.0,1,12,528,0.3147525676937441,Low,1,1,0,0,Low-Value Promo-Dependent
856,1.0,1,4,304,0.3413765506202481,Low,0,1,0,0,Low-Value Promo-Dependent
857,1.0,1,26,858,0.5304905295451514,High,0,1,0,0,High-Value Promo-Dependent
858,1.0,1,4,240,0.5196078431372549,High,0,1,0,0,High-Value Promo-Dependent
859,1.0,1,52,1352,0.5760204081632653,High,0,1,0,0,High-Value Promo-Dependent
860,1.0,1,12,876,0.3335450847005468,Low,1,1,0,0,Low-Value Promo-Dependent
861,1.0,1,12,1044,0.3646675336801387,Mid,1,1,0,1,Mid-Value Promo-Dependent
862,1.0,1,4,400,0.584233693477391,High,1,1,0,0,High-Value Promo-Dependent
863,1.0,1,26,2184,0.5116980125383487,High,1,1,0,1,High-Value Promo-Dependent
864,1.0,1,26,1066,0.5298102574363078,High,1,1,0,1,High-Value Promo-Dependent
865,1.0,1,1,59,0.1897108843537415,Low,1,1,0,0,Low-Value Promo-Dependent
866,1.0,1,1,26,0.1746598639455782,Low,1,1,0,0,Low-Value Promo-Dependent
867,1.0,1,26,1794,0.4355925703614779,Mid,0,1,0,0,Mid-Value Promo-Dependent
868,1.0,1,26,520,0.3130585567560357,Low,0,1,0,0,Low-Value Promo-Dependent
869,1.0,1,4,332,0.2889105642256903,Low,0,1,0,0,Low-Value Promo-Dependent
870,1.0,1,52,2808,0.692687074829932,High,0,1,0,0,High-Value Promo-Dependent
871,1.0,1,26,1716,0.3890789649193011,Mid,0,1,0,0,Mid-Value Promo-Dependent
872,1.0,1,4,168,0.410594237695078,Mid,0,1,0,0,Mid-Value Promo-Dependent
873,1.0,1,4,132,0.2370398159263705,Low,0,1,0,0,Low-Value Promo-Dependent
874,1.0,1,4,308,0.4135704281712685,Mid,1,1,0,0,Mid-Value Promo-Dependent
875,1.0,1,4,260,0.2683323329331732,Low,1,1,0,0,Low-Value Promo-Dependent
876,1.0,1,4,156,0.1395908363345338,Low,1,1,0,0,Low-Value Promo-Dependent
877,1.0,1,52,2652,0.4624999999999999,Mid,1,1,0,1,Mid-Value Promo-Dependent
878,1.0,1,4,260,0.5064275710284113,Mid,1,1,0,0,Mid-Value Promo-Dependent
879,1.0,1,52,4628,0.8657312925170069,High,1,1,0,1,High-Value Promo-Dependent
880,1.0,1,4,304,0.3413765506202481,Low,1,1,0,0,Low-Value Promo-Dependent
881,1.0,1,12,900,0.4643273976257169,Mid,0,1,0,0,Mid-Value Promo-Dependent
882,1.0,1,1,61,0.2864795918367346,Low,0,1,0,0,Low-Value Promo-Dependent
883,1.0,1,4,140,0.3270058023209284,Low,1,1,0,0,Low-Value Promo-Dependent
884,1.0,1,12,444,0.3400076697345605,Low,1,1,0,0,Low-Value Promo-Dependent
885,1.0,1,52,4732,0.8536564625850339,High,1,1,0,1,High-Value Promo-Dependent
886,1.0,1,4,396,0.6753051220488194,High,1,1,0,0,High-Value Promo-Dependent
887,1.0,1,12,648,0.5332899826597305,High,0,1,0,0,High-Value Promo-Dependent
888,1.0,1,26,1222,0.4935857676403894,Mid,0,1,0,0,Mid-Value Promo-Dependent
889,1.0,1,1,77,0.5300170068027211,High,1,1,0,0,High-Value Promo-Dependent
890,1.0,1,52,4368,0.9333333333333332,High,0,1,0,0,High-Value Promo-Dependent
891,1.0,1,12,612,0.5139872615712952,High,1,1,0,0,High-Value Promo-Dependent
892,1.0,1,4,104,0.2010704281712685,Low,1,1,0,0,Low-Value Promo-Dependent
893,1.0,1,12,768,0.5409430438842203,High,0,1,0,0,High-Value Promo-Dependent
894,1.0,1,12,612,0.2894974656529279,Low,1,1,0,0,Low-Value Promo-Dependent
895,1.0,1,4,240,0.1998799519807923,Low,1,1,0,0,Low-Value Promo-Dependent
896,1.0,1,4,276,0.4414615846338535,Mid,1,1,0,0,Mid-Value Promo-Dependent
897,1.0,1,26,754,0.4525993730825663,Mid,1,1,0,0,Mid-Value Promo-Dependent
898,1.0,1,52,4732,0.9352891156462584,High,0,1,0,0,High-Value Promo-Dependent
899,1.0,1,4,280,0.3503901560624249,Low,0,1,0,0,Low-Value Promo-Dependent
900,1.0,1,1,58,0.2875850340136054,Low,1,1,0,0,Low-Value Promo-Dependent
901,1.0,1,4,392,0.6235194077631052,High,0,1,0,0,High-Value Promo-Dependent
902,1.0,1,12,816,0.4963852207549686,Mid,1,1,0,0,Mid-Value Promo-Dependent
903,1.0,1,12,528,0.1991063091903427,Low,0,1,0,0,Low-Value Promo-Dependent
904,1.0,1,4,180,0.1373799519807923,Low,0,1,0,0,Low-Value Promo-Dependent
905,1.0,1,4,396,0.6548969587835134,High,0,1,0,0,High-Value Promo-Dependent
906,1.0,1,1,68,0.3020408163265306,Low,0,1,0,0,Low-Value Promo-Dependent
907,1.0,1,26,1456,0.449453114579165,Mid,1,1,0,1,Mid-Value Promo-Dependent
908,1.0,1,26,1118,0.4837218220621581,Mid,1,1,0,1,Mid-Value Promo-Dependent
909,1.0,1,4,396,0.4031962785114045,Mid,0,1,0,0,Mid-Value Promo-Dependent
910,1.0,1,52,2912,0.7214285714285714,High,0,1,0,0,High-Value Promo-Dependent
911,1.0,1,12,300,0.2355859010270774,Low,0,1,0,0,Low-Value Promo-Dependent
912,1.0,1,4,296,0.2514105642256903,Low,0,1,0,0,Low-Value Promo-Dependent
913,1.0,1,12,672,0.4327797785780979,Mid,0,1,0,0,Mid-Value Promo-Dependent
914,1.0,1,4,188,0.3225840336134454,Low,0,1,0,0,Low-Value Promo-Dependent
915,1.0,1,4,268,0.392311924769908,Mid,1,1,0,0,Mid-Value Promo-Dependent
916,1.0,1,26,572,0.3894191009737227,Mid,0,1,0,0,Mid-Value Promo-Dependent
917,1.0,1,12,408,0.2322695744964652,Low,0,1,0,0,Low-Value Promo-Dependent
918,1.0,1,4,256,0.270968387354942,Low,0,1,0,0,Low-Value Promo-Dependent
919,1.0,1,26,1092,0.3230925703614779,Low,1,1,0,1,Low-Value Promo-Dependent
920,1.0,1,26,2132,0.5305755635587568,High,0,1,0,0,High-Value Promo-Dependent
921,1.0,1,52,4212,0.8323979591836735,High,1,1,0,1,High-Value Promo-Dependent
922,1.0,1,52,1248,0.4656462585034013,Mid,1,1,0,1,Mid-Value Promo-Dependent
923,1.0,1,12,720,0.3201947445644924,Low,1,1,0,0,Low-Value Promo-Dependent
924,1.0,1,52,1248,0.3908163265306122,Mid,1,1,0,1,Mid-Value Promo-Dependent
925,1.0,1,4,312,0.506172468987595,Mid,0,1,0,0,Mid-Value Promo-Dependent
926,1.0,1,12,1056,0.4028478057889822,Mid,1,1,0,1,Mid-Value Promo-Dependent
927,1.0,1,26,1638,0.4105925703614779,Mid,1,1,0,1,Mid-Value Promo-Dependent
928,1.0,1,26,2028,0.4526844070961717,Mid,1,1,0,1,Mid-Value Promo-Dependent
929,1.0,1,4,148,0.2945228091236494,Low,0,1,0,0,Low-Value Promo-Dependent
930,1.0,1,26,2444,0.6418000533546753,High,1,1,0,1,High-Value Promo-Dependent
931,1.0,1,26,2028,0.5343170601573962,High,1,1,0,1,High-Value Promo-Dependent
932,1.0,1,26,936,0.3865279445111378,Mid,1,1,0,1,Mid-Value Promo-Dependent
933,1.0,1,26,624,0.4793850873682806,Mid,0,1,0,0,Mid-Value Promo-Dependent
934,1.0,1,12,1008,0.5562491663331999,High,0,1,0,0,High-Value Promo-Dependent
935,1.0,1,12,564,0.3204498466053088,Low,0,1,0,0,Low-Value Promo-Dependent
936,1.0,1,26,1326,0.2993680805655596,Low,0,1,0,0,Low-Value Promo-Dependent
937,1.0,1,52,4368,0.7836734693877551,High,0,1,0,0,High-Value Promo-Dependent
938,1.0,1,4,96,0.1519207683073229,Low,0,1,0,0,Low-Value Promo-Dependent
939,1.0,1,26,2522,0.6202864479124983,High,1,1,0,1,High-Value Promo-Dependent
940,1.0,1,12,1068,0.5158580098706149,High,1,1,0,1,High-Value Promo-Dependent
941,1.0,1,4,176,0.2148459383753501,Low,0,1,0,0,Low-Value Promo-Dependent
942,1.0,1,4,140,0.3338085234093637,Low,1,1,0,0,Low-Value Promo-Dependent
943,1.0,1,26,2366,0.7109327064158997,High,0,1,0,0,High-Value Promo-Dependent
944,1.0,1,26,1638,0.4241980125383486,Mid,1,1,0,1,Mid-Value Promo-Dependent
945,1.0,1,26,2522,0.7427354275043351,High,1,1,0,1,High-Value Promo-Dependent
946,1.0,1,4,152,0.1422268907563025,Low,1,1,0,0,Low-Value Promo-Dependent
947,1.0,1,4,96,0.0566826730692276,Low,0,1,0,0,Low-Value Promo-Dependent
948,1.0,1,4,128,0.1036214485794317,Low,1,1,0,0,Low-Value Promo-Dependent
949,1.0,1,4,360,0.3793017206882753,Mid,1,1,0,0,Mid-Value Promo-Dependent
950,1.0,1,12,432,0.4650927037481659,Mid,0,1,0,0,Mid-Value Promo-Dependent
951,1.0,1,4,148,0.287720088035214,Low,1,1,0,0,Low-Value Promo-Dependent
952,1.0,1,12,612,0.4255518874216353,Mid,0,1,0,0,Mid-Value Promo-Dependent
953,1.0,1,12,852,0.4680688942243563,Mid,0,1,0,0,Mid-Value Promo-Dependent
954,1.0,1,4,200,0.3827030812324929,Mid,0,1,0,0,Mid-Value Promo-Dependent
955,1.0,1,4,296,0.3602541016406562,Mid,0,1,0,0,Mid-Value Promo-Dependent
956,1.0,1,12,900,0.3214702547685741,Low,0,1,0,0,Low-Value Promo-Dependent
957,1.0,1,4,396,0.627686074429772,High,0,1,0,0,High-Value Promo-Dependent
958,1.0,1,4,92,0.1001350540216086,Low,1,1,0,0,Low-Value Promo-Dependent
959,1.0,1,26,1378,0.5049803254635187,Mid,1,1,0,1,Mid-Value Promo-Dependent
960,1.0,1,26,2574,0.5673952914499133,High,0,1,0,0,High-Value Promo-Dependent
961,1.0,1,4,192,0.2655262104841936,Low,1,1,0,0,Low-Value Promo-Dependent
962,1.0,1,4,288,0.4811724689875951,Mid,0,1,0,0,Mid-Value Promo-Dependent
963,1.0,1,26,1664,0.5168000533546753,High,1,1,0,1,High-Value Promo-Dependent
964,1.0,1,52,3276,0.6009353741496599,High,0,1,0,0,High-Value Promo-Dependent
965,1.0,1,26,1326,0.3673952914499133,Mid,0,1,0,0,Mid-Value Promo-Dependent
966,1.0,1,1,55,0.2070578231292517,Low,1,1,0,0,Low-Value Promo-Dependent
967,1.0,1,1,55,0.2682823129251701,Low,1,1,0,0,Low-Value Promo-Dependent
968,1.0,1,52,1352,0.3787414965986395,Mid,0,1,0,0,Mid-Value Promo-Dependent
969,1.0,1,4,268,0.5351690676270509,High,0,1,0,0,High-Value Promo-Dependent
970,1.0,1,12,372,0.3626267173536081,Mid,0,1,0,0,Mid-Value Promo-Dependent
971,1.0,1,12,792,0.283970254768574,Low,1,1,0,0,Low-Value Promo-Dependent
972,1.0,1,52,3484,0.6244047619047618,High,1,1,0,1,High-Value Promo-Dependent
973,1.0,1,52,3172,0.7218537414965986,High,0,1,0,0,High-Value Promo-Dependent
974,1.0,1,4,300,0.4460534213685474,Mid,0,1,0,0,Mid-Value Promo-Dependent
975,1.0,1,12,1080,0.5132219554488463,High,0,1,0,0,High-Value Promo-Dependent
976,1.0,1,52,2080,0.423469387755102,Mid,1,1,0,1,Mid-Value Promo-Dependent
977,1.0,1,4,360,0.6446078431372549,High,0,1,0,0,High-Value Promo-Dependent
978,1.0,1,26,520,0.3878884887288248,Mid,1,1,0,0,Mid-Value Promo-Dependent
979,1.0,1,52,2080,0.6343537414965986,High,0,1,0,0,High-Value Promo-Dependent
980,1.0,1,12,396,0.3505518874216353,Mid,0,1,0,0,Mid-Value Promo-Dependent
981,1.0,1,4,392,0.6031112444977991,High,1,1,0,0,High-Value Promo-Dependent
982,1.0,1,4,168,0.4241996798719488,Mid,0,1,0,0,Mid-Value Promo-Dependent
983,1.0,1,12,744,0.4917933840202748,Mid,0,1,0,0,Mid-Value Promo-Dependent
984,1.0,1,26,1170,0.5328714819261038,High,0,1,0,0,High-Value Promo-Dependent
985,1.0,1,26,2028,0.4526844070961717,Mid,0,1,0,0,Mid-Value Promo-Dependent
986,1.0,1,1,80,0.3248299319727891,Low,1,1,0,0,Low-Value Promo-Dependent
987,1.0,1,12,1152,0.6266573295985061,High,1,1,0,1,High-Value Promo-Dependent
988,1.0,1,52,2444,0.7655612244897959,High,0,1,0,0,High-Value Promo-Dependent
989,1.0,1,26,2184,0.7429905295451514,High,1,1,0,1,High-Value Promo-Dependent
990,1.0,1,12,372,0.12453147925837,Low,0,1,0,0,Low-Value Promo-Dependent
991,1.0,1,52,3276,0.6689625850340136,High,1,1,0,1,High-Value Promo-Dependent
992,1.0,1,26,2522,0.7495381485927703,High,0,1,0,0,High-Value Promo-Dependent
993,1.0,1,52,5148,0.9958333333333332,High,1,1,0,1,High-Value Promo-Dependent
994,1.0,1,52,4680,0.788265306122449,High,1,1,0,1,High-Value Promo-Dependent
995,1.0,1,12,816,0.4011471255168734,Mid,0,1,0,0,Mid-Value Promo-Dependent
996,1.0,1,52,4160,0.6445578231292517,High,0,1,0,0,High-Value Promo-Dependent
997,1.0,1,4,364,0.5263255302120848,High,1,1,0,0,High-Value Promo-Dependent
998,1.0,1,26,780,0.4091469921301854,Mid,0,1,0,0,Mid-Value Promo-Dependent
999,1.0,1,26,2340,0.7747932506335867,High,1,1,0,1,High-Value Promo-Dependent
1000,1.0,1,12,336,0.2548886221155129,Low,0,1,0,0,Low-Value Promo-Dependent
1001,1.0,1,26,1196,0.2717320261437908,Low,1,1,0,1,Low-Value Promo-Dependent
1002,1.0,1,26,1560,0.3504735227424303,Low,0,1,0,0,Low-Value Promo-Dependent
1003,1.0,1,26,1534,0.3395041349873282,Low,0,1,0,0,Low-Value Promo-Dependent
1004,1.0,1,26,1768,0.3770041349873282,Mid,1,1,0,1,Mid-Value Promo-Dependent
1005,1.0,1,1,79,0.5383503401360544,High,1,1,0,0,High-Value Promo-Dependent
1006,1.0,1,26,2444,0.4989429104975324,Mid,1,1,0,1,Mid-Value Promo-Dependent
1007,1.0,1,4,332,0.6154411764705882,High,1,1,0,0,High-Value Promo-Dependent
1008,1.0,1,1,62,0.1818027210884354,Low,1,1,0,0,Low-Value Promo-Dependent
1009,1.0,1,1,85,0.4613095238095238,Mid,0,1,0,0,Mid-Value Promo-Dependent
1010,1.0,1,1,30,0.1096938775510204,Low,0,1,0,0,Low-Value Promo-Dependent
1011,1.0,1,26,624,0.4249633186607977,Mid,1,1,0,0,Mid-Value Promo-Dependent
1012,1.0,1,26,650,0.3951163798852874,Mid,0,1,0,0,Mid-Value Promo-Dependent
1013,1.0,1,1,37,0.2477040816326531,Low,1,1,0,0,Low-Value Promo-Dependent
1014,1.0,1,26,1794,0.5716469921301854,High,1,1,0,1,High-Value Promo-Dependent
1015,1.0,1,26,2522,0.7223272642390289,High,0,1,0,0,High-Value Promo-Dependent
1016,1.0,1,52,1248,0.5744897959183674,High,1,1,0,1,High-Value Promo-Dependent
1017,1.0,1,4,120,0.1565126050420168,Low,0,1,0,0,Low-Value Promo-Dependent
1018,1.0,1,1,53,0.2259353741496598,Low,0,1,0,0,Low-Value Promo-Dependent
1019,1.0,1,52,3640,0.8477891156462585,High,1,1,0,1,High-Value Promo-Dependent
1020,1.0,1,26,1976,0.6144191009737229,High,0,1,0,0,High-Value Promo-Dependent
1021,1.0,1,1,95,0.5846088435374149,High,1,1,0,0,High-Value Promo-Dependent
1022,1.0,1,52,2652,0.7210034013605441,High,1,1,0,1,High-Value Promo-Dependent
1023,1.0,1,1,41,0.1283163265306122,Low,1,1,0,0,Low-Value Promo-Dependent
1024,1.0,1,4,284,0.4225840336134454,Mid,0,1,0,0,Mid-Value Promo-Dependent
1025,1.0,1,4,264,0.3269207683073229,Low,0,1,0,0,Low-Value Promo-Dependent
1026,1.0,1,1,84,0.3619047619047619,Mid,1,1,0,0,Mid-Value Promo-Dependent
1027,1.0,1,26,2470,0.7344020941710018,High,0,1,0,0,High-Value Promo-Dependent
1028,1.0,1,12,1080,0.4315893023876218,Mid,0,1,0,0,Mid-Value Promo-Dependent
1029,1.0,1,26,936,0.2504735227424303,Low,0,1,0,0,Low-Value Promo-Dependent
1030,1.0,1,26,572,0.3894191009737227,Mid,0,1,0,0,Mid-Value Promo-Dependent
1031,1.0,1,4,356,0.5520058023209283,High,0,1,0,0,High-Value Promo-Dependent
1032,1.0,1,4,200,0.3554921968787515,Mid,0,1,0,0,Mid-Value Promo-Dependent
1033,1.0,1,4,144,0.3787915166066427,Mid,1,1,0,0,Mid-Value Promo-Dependent
1034,1.0,1,4,208,0.4250500200080032,Mid,1,1,0,0,Mid-Value Promo-Dependent
1035,1.0,1,52,1508,0.6633503401360544,High,1,1,0,1,High-Value Promo-Dependent
1036,1.0,1,1,89,0.4983843537414966,Mid,0,1,0,0,Mid-Value Promo-Dependent
1037,1.0,1,12,564,0.2660280778978258,Low,0,1,0,0,Low-Value Promo-Dependent
1038,1.0,1,4,100,0.3601690676270508,Mid,0,1,0,0,Mid-Value Promo-Dependent
1039,1.0,1,52,3848,0.5719387755102041,High,0,1,0,0,High-Value Promo-Dependent
1040,1.0,1,12,552,0.4387321595304789,Mid,1,1,0,0,Mid-Value Promo-Dependent
1041,1.0,1,26,572,0.212548352674403,Low,1,1,0,0,Low-Value Promo-Dependent
1042,1.0,1,26,650,0.2522592370281446,Low,1,1,0,0,Low-Value Promo-Dependent
1043,1.0,1,52,4160,0.8962585034013606,High,1,1,0,1,High-Value Promo-Dependent
1044,1.0,1,26,1976,0.580405495531546,High,0,1,0,0,High-Value Promo-Dependent
1045,1.0,1,4,120,0.1701180472188875,Low,1,1,0,0,Low-Value Promo-Dependent
1046,1.0,1,26,2054,0.4772592370281446,Mid,0,1,0,0,Mid-Value Promo-Dependent
1047,1.0,1,1,22,0.0831632653061224,Low,1,1,0,0,Low-Value Promo-Dependent
1048,1.0,1,26,936,0.2708816860077364,Low,1,1,0,1,Low-Value Promo-Dependent
1049,1.0,1,26,2002,0.5233476724022942,High,0,1,0,0,High-Value Promo-Dependent
1050,1.0,1,4,132,0.2302370948379351,Low,0,1,0,0,Low-Value Promo-Dependent
1051,1.0,1,12,768,0.3776777377617714,Mid,1,1,0,0,Mid-Value Promo-Dependent
1052,1.0,1,1,53,0.3960034013605442,Mid,0,1,0,0,Mid-Value Promo-Dependent
1053,1.0,1,26,936,0.2300653594771241,Low,0,1,0,0,Low-Value Promo-Dependent
1054,1.0,1,26,1820,0.4329565159397092,Mid,0,0,0,0,Mid-Value Promo-Dependent
1055,1.0,1,4,384,0.6560024009603841,High,1,0,0,0,High-Value Promo-Dependent
1056,1.0,1,1,27,0.1856292517006802,Low,0,0,0,0,Low-Value Promo-Dependent
1057,1.0,1,26,1664,0.6256435907696413,High,0,0,0,0,High-Value Promo-Dependent
1058,1.0,1,52,1196,0.4750850340136054,Mid,1,0,0,1,Mid-Value Promo-Dependent
1059,1.0,1,4,132,0.4003051220488196,Mid,0,0,0,0,Mid-Value Promo-Dependent
1060,1.0,1,12,408,0.2934940642923836,Low,0,0,0,0,Low-Value Promo-Dependent
1061,1.0,1,4,140,0.2181622649059623,Low,0,0,0,0,Low-Value Promo-Dependent
1062,1.0,1,4,248,0.269437775110044,Low,1,0,0,0,Low-Value Promo-Dependent
1063,1.0,1,4,300,0.384828931572629,Mid,0,0,0,0,Mid-Value Promo-Dependent
1064,1.0,1,12,348,0.340687941843404,Low,0,0,0,0,Low-Value Promo-Dependent
1065,1.0,1,4,112,0.3318527410964386,Low,0,0,0,0,Low-Value Promo-Dependent
1066,1.0,1,4,80,0.0332132853141256,Low,1,0,0,0,Low-Value Promo-Dependent
1067,1.0,1,26,2496,0.548092570361478,High,1,0,0,1,High-Value Promo-Dependent
1068,1.0,1,4,172,0.258298319327731,Low,0,0,0,0,Low-Value Promo-Dependent
1069,1.0,1,52,4888,0.9545918367346938,High,0,0,0,0,High-Value Promo-Dependent
1070,1.0,1,4,324,0.4914615846338535,Mid,1,0,0,0,Mid-Value Promo-Dependent
1071,1.0,1,52,3900,0.8958333333333334,High,0,0,0,0,High-Value Promo-Dependent
1072,1.0,1,12,972,0.6321845404828598,High,0,0,0,0,High-Value Promo-Dependent
1073,1.0,1,26,2392,0.6878884887288249,High,1,0,0,1,High-Value Promo-Dependent
1074,1.0,1,12,1152,0.6062491663331998,High,1,0,0,1,High-Value Promo-Dependent
1075,1.0,1,26,1846,0.675218420701614,High,0,0,0,0,High-Value Promo-Dependent
1076,1.0,1,26,1300,0.4992830465519541,Mid,1,0,0,1,Mid-Value Promo-Dependent
1077,1.0,1,26,1872,0.6929905295451514,High,0,0,0,0,High-Value Promo-Dependent
1078,1.0,1,4,112,0.0801520608243297,Low,0,0,0,0,Low-Value Promo-Dependent
1079,1.0,1,26,1534,0.6524293050553555,High,1,0,0,1,High-Value Promo-Dependent
1080,1.0,1,12,396,0.4457899826597305,Mid,1,0,0,0,Mid-Value Promo-Dependent
1081,1.0,1,4,236,0.3249649859943977,Low,1,0,0,0,Low-Value Promo-Dependent
1082,1.0,1,1,30,0.3409863945578231,Low,1,0,0,0,Low-Value Promo-Dependent
1083,1.0,1,4,340,0.4877200880352141,Mid,0,0,0,0,Mid-Value Promo-Dependent
1084,1.0,1,52,5044,0.9398809523809524,High,0,0,0,0,High-Value Promo-Dependent
1085,1.0,1,4,144,0.4060024009603841,Mid,1,0,0,0,Mid-Value Promo-Dependent
1086,1.0,1,26,2210,0.5838918900893691,High,0,0,0,0,High-Value Promo-Dependent
1087,1.0,1,26,1612,0.5152694411097772,High,0,0,0,0,High-Value Promo-Dependent
1088,1.0,1,12,852,0.3252117513672135,Low,0,0,0,0,Low-Value Promo-Dependent
1089,1.0,1,52,1092,0.3443027210884353,Low,0,0,0,0,Low-Value Promo-Dependent
1090,1.0,1,26,1586,0.5519191009737229,High,1,0,0,1,High-Value Promo-Dependent
1091,1.0,1,26,1508,0.4986027744431105,Mid,1,0,0,1,Mid-Value Promo-Dependent
1092,1.0,1,26,2080,0.4474122982526343,Mid,1,0,0,1,Mid-Value Promo-Dependent
1093,1.0,1,4,200,0.273859543817527,Low,1,0,0,0,Low-Value Promo-Dependent
1094,1.0,1,4,192,0.4423969587835134,Mid,1,0,0,0,Mid-Value Promo-Dependent
1095,1.0,1,4,160,0.2662064825930372,Low,1,0,0,0,Low-Value Promo-Dependent
1096,1.0,1,4,136,0.2752200880352141,Low,0,0,0,0,Low-Value Promo-Dependent
1097,1.0,1,1,46,0.4280612244897959,Mid,0,0,0,0,Mid-Value Promo-Dependent
1098,1.0,1,52,1404,0.6754251700680273,High,0,0,0,0,High-Value Promo-Dependent
1099,1.0,1,52,5096,0.8352040816326531,High,0,0,0,0,High-Value Promo-Dependent
1100,1.0,1,26,1898,0.6835517540349473,High,0,0,0,0,High-Value Promo-Dependent
1101,1.0,1,52,1456,0.3734693877551021,Mid,1,0,0,1,Mid-Value Promo-Dependent
1102,1.0,1,26,1976,0.655235427504335,High,0,0,0,0,High-Value Promo-Dependent
1103,1.0,1,26,2158,0.5823612778444711,High,0,0,0,0,High-Value Promo-Dependent
1104,1.0,1,26,598,0.2235177404295051,Low,1,0,0,0,Low-Value Promo-Dependent
1105,1.0,1,4,112,0.1005602240896358,Low,0,0,0,0,Low-Value Promo-Dependent
1106,1.0,1,4,332,0.3161214485794317,Low,0,0,0,0,Low-Value Promo-Dependent
1107,1.0,1,26,2496,0.5548952914499133,High,0,0,0,0,High-Value Promo-Dependent
1108,1.0,1,52,3224,0.6784013605442176,High,0,0,0,0,High-Value Promo-Dependent
1109,1.0,1,26,650,0.5175653594771242,High,0,0,0,0,High-Value Promo-Dependent
1110,1.0,1,52,5044,0.6609693877551021,High,1,0,0,1,High-Value Promo-Dependent
1111,1.0,1,26,1586,0.5383136587968521,High,0,0,0,0,High-Value Promo-Dependent
1112,1.0,1,26,1716,0.3754735227424303,Mid,1,0,0,1,Mid-Value Promo-Dependent
1113,1.0,1,4,268,0.4263255302120849,Mid,1,0,0,0,Mid-Value Promo-Dependent
1114,1.0,1,26,2080,0.4814259036948112,Mid,1,0,0,1,Mid-Value Promo-Dependent
1115,1.0,1,4,100,0.3533663465386154,Mid,0,0,0,0,Mid-Value Promo-Dependent
1116,1.0,1,52,3016,0.7365646258503401,High,1,0,0,1,High-Value Promo-Dependent
1117,1.0,1,26,2496,0.7385687608376683,High,1,0,0,1,High-Value Promo-Dependent
1118,1.0,1,12,924,0.4658580098706149,Mid,1,0,0,1,Mid-Value Promo-Dependent
1119,1.0,1,4,260,0.2751350540216086,Low,1,0,0,0,Low-Value Promo-Dependent
1120,1.0,1,52,1872,0.638095238095238,High,0,0,0,0,High-Value Promo-Dependent
1121,1.0,1,12,1008,0.6038682139522475,High,1,0,0,1,High-Value Promo-Dependent
1122,1.0,1,4,232,0.3412064825930372,Low,0,0,0,0,Low-Value Promo-Dependent
1123,1.0,1,1,62,0.2498299319727891,Low,1,0,0,0,Low-Value Promo-Dependent
1124,1.0,1,12,804,0.5194294384420435,High,0,0,0,0,High-Value Promo-Dependent
1125,1.0,1,4,80,0.2849139655862345,Low,1,0,0,0,Low-Value Promo-Dependent
1126,1.0,1,52,4680,0.6862244897959183,High,0,0,0,0,High-Value Promo-Dependent
1127,1.0,1,26,1508,0.634657196211818,High,0,0,0,0,High-Value Promo-Dependent
1128,1.0,1,12,636,0.3522525676937442,Mid,1,0,0,0,Mid-Value Promo-Dependent
1129,1.0,1,12,360,0.3448546085100707,Low,1,0,0,0,Low-Value Promo-Dependent
1130,1.0,1,26,1690,0.6570211417900493,High,1,0,0,1,High-Value Promo-Dependent
1131,1.0,1,26,1066,0.4481776043750833,Mid,1,0,0,1,Mid-Value Promo-Dependent
1132,1.0,1,12,876,0.4219804588502067,Mid,0,0,0,0,Mid-Value Promo-Dependent
1133,1.0,1,26,2548,0.6516639989329064,High,1,0,0,1,High-Value Promo-Dependent
1134,1.0,1,52,1872,0.5904761904761905,High,1,0,0,1,High-Value Promo-Dependent
1135,1.0,1,4,324,0.2805772308923569,Low,1,0,0,0,Low-Value Promo-Dependent
1136,1.0,1,4,360,0.5221588635454182,High,0,0,0,0,High-Value Promo-Dependent
1137,1.0,1,12,996,0.5792933840202749,High,1,0,0,1,High-Value Promo-Dependent
1138,1.0,1,4,364,0.4174819927971189,Mid,0,0,0,0,Mid-Value Promo-Dependent
1139,1.0,1,26,936,0.4409497132186208,Mid,1,0,0,1,Mid-Value Promo-Dependent
1140,1.0,1,26,1378,0.5798102574363079,High,1,0,0,1,High-Value Promo-Dependent
1141,1.0,1,4,156,0.1327881152460984,Low,0,0,0,0,Low-Value Promo-Dependent
